,gene1,gene2,cost,psi
621,AZIN1,PTPN14,43.3862777153425,0.36959913571644626
2105,DPPA4,HNRNPA2B1,43.3939753260411,0.36959913571644626
3460,LARP7,LITAF,43.39597678707388,0.36959913571644626
679,BCAT1,MSMO1,43.40030889165779,0.36959913571644626
3326,KIAA1524,MTMR6,43.401763546195475,5.543987035746694
240,ANP32E,ENAH,43.403242956422254,0.36959913571644626
4323,PPIB,TECR,43.40493897011829,5.91358617146314
4101,ORMDL2,SUN1,43.4086746251959,5.543987035746694
4546,RDX,UGP2,43.40952068029384,5.91358617146314
4672,RRP15,SLC39A10,43.41557211697949,0.36959913571644626
4884,SPATA5,TDRKH,43.41735860824777,0.7391982714328925
567,ATXN10,EIF3F,43.418685896763066,0.36959913571644626
1764,CPNE3,KIAA1524,43.420065536694146,5.91358617146314
1431,CDK13,PKN2,43.42824412901257,5.543987035746694
4711,SCPEP1,YIPF1,43.434749121356646,5.543987035746694
2807,GNPAT,MKI67IP,43.43956934787198,5.91358617146314
550,ATR,ZNF549,43.44236705421371,5.543987035746694
1608,CKAP2L,PLK1,43.44369533652842,5.543987035746694
5030,TRIM59,UBE2C,43.44667875077872,0.36959913571644626
2497,FAM13A,ZBTB39,43.457834693611794,5.543987035746694
1968,DDX6,PLEKHB2,43.45856237448626,0.36959913571644626
3255,ITGA6,ITM2A,43.45936993368198,5.543987035746694
1158,CBX2,CHD8,43.46489600186513,5.543987035746694
427,ARMC1,GPRC5B,43.47092164959386,5.543987035746694
242,ANP32E,HMGCS1,43.47262590427431,0.36959913571644626
4776,SHISA2,SLC29A1,43.47289707798318,0.36959913571644626
3592,LUC7L3,SLC4A7,43.4767888300505,5.91358617146314
1390,CDK1,CENPE,43.47792016153367,0.36959913571644626
3501,LBR,TMEM33,43.487125881666,5.91358617146314
4141,PAPOLA,PMAIP1,43.48841214948889,0.36959913571644626
1978,DEPDC1,KIF14,43.48895513742837,5.543987035746694
4786,SIN3A,TMEM47,43.49063079164176,5.543987035746694
1079,CAND1,RPP30,43.49476710832814,5.91358617146314
1391,CDK1,CENPF,43.49561040639423,0.36959913571644626
3058,HNRNPA2B1,TKT,43.49565921579519,0.36959913571644626
161,ALDH1B1,CORO1C,43.49765644535669,0.7391982714328925
155,AKAP9,CCDC141,43.50418653820077,0.7391982714328925
4116,P4HB,PFN1,43.50463093011856,0.36959913571644626
2199,EEF1A1,ODF2L,43.50937346310363,2.587193950015124
901,BZW1,PPP1CB,43.509946367695115,0.36959913571644626
4829,SLC39A10,SOX4,43.50999364621804,0.36959913571644626
2366,ENAH,NAA15,43.513114126362424,0.36959913571644626
3504,LCLAT1,TMEM33,43.516466841813106,0.36959913571644626
1755,COX6C,SRSF3,43.51941598274452,5.91358617146314
4148,PARN,TM9SF2,43.52714989048801,5.91358617146314
4265,PJA2,TMEM30A,43.53443167827987,5.543987035746694
3983,NDUFA13,SRSF3,43.53973267454228,0.36959913571644626
1140,CASK,LCOR,43.539953563244126,5.543987035746694
2924,HECTD1,KNTC1,43.55230338230268,0.36959913571644626
3075,HNRNPH1,POLR3G,43.55378302093514,0.36959913571644626
3641,MARCKS,RNF168,43.57494913937113,0.36959913571644626
2818,GON4L,TSEN2,43.58102976403134,0.7391982714328925
2054,DLGAP5,KPNA2,43.58296331209128,5.91358617146314
1563,CHCHD1,RPS25,43.58321892564233,0.36959913571644626
235,ANP32E,CAPZA1,43.59001322191504,0.36959913571644626
1011,C9orf82,HDGFRP3,43.592037401155935,0.7391982714328925
1160,CBX5,COPS2,43.59234035881479,5.91358617146314
2750,GDE1,ZNF7,43.59452152813908,5.543987035746694
3170,HUWE1,XPR1,43.59768025649279,5.543987035746694
2179,EDC3,USP15,43.59770592665147,5.543987035746694
1902,DCTD,RFX7,43.59934513236099,0.7391982714328925
756,BORA,DEPDC1,43.600327771284185,5.543987035746694
395,ARID2,PHIP,43.63052327711831,0.36959913571644626
3842,MSL1,SLC39A11,43.633729783222044,5.543987035746694
4231,PHB2,UQCRC1,43.63483795756813,0.36959913571644626
1027,CALB1,PPP1CB,43.6372541213511,5.543987035746694
4788,SIX4,STX17,43.63801040734398,5.543987035746694
4177,PDCD11,TRA2B,43.640376456881235,5.91358617146314
5018,TPP2,TRA2B,43.6406633045725,0.36959913571644626
3905,MTRNR2L6,PNN,43.646328229167274,0.36959913571644626
321,APLP2,BRWD1,43.64664599369548,5.91358617146314
716,BCLAF1,PHIP,43.647543724212035,0.36959913571644626
2857,GTF2A2,UBE2V2,43.64816365217358,0.36959913571644626
1550,CFLAR,ZNF780A,43.65830093042114,0.7391982714328925
4889,SPCS3,TMED10,43.663325238786555,0.36959913571644626
2376,ENAH,SKIL,43.66723823366106,0.36959913571644626
4186,PDIA3,VCP,43.6688390872525,0.36959913571644626
665,BCAT1,CALB1,43.67142965106847,5.543987035746694
2,AARS,GNG4,43.671887579333074,5.174387900030248
831,BUB1,LARP7,43.67988869815131,0.36959913571644626
1646,CLSPN,MTF2,43.681227462675274,0.36959913571644626
3291,KCTD6,PRPF4,43.682490155053735,5.543987035746694
1600,CKAP2,NCAPD2,43.691691245200154,0.7391982714328925
3947,NAA35,TNPO3,43.695731329083614,5.543987035746694
5036,TYRO3,UBFD1,43.70220537740314,5.543987035746694
3658,MARS,PNN,43.71003882740922,5.91358617146314
3892,MTPAP,SET,43.71029724653033,0.36959913571644626
2019,DHX15,SRP9,43.71966316117452,5.91358617146314
1523,CEP57,TYW3,43.73088849853588,5.543987035746694
1266,CCNE2,UBE2J1,43.73392742728065,5.543987035746694
334,AQR,TMEM135,43.73572857697726,0.7391982714328925
1346,CDC42BPA,SCD,43.740265679143775,5.91358617146314
4432,PTBP2,SOX4,43.74509124633035,0.36959913571644626
1286,CCNK,ELP2,43.75787972213335,5.543987035746694
4750,SET,TMTC3,43.76218683058612,0.36959913571644626
620,AZIN1,PIR,43.763889427309856,5.543987035746694
899,BZW1,NOL11,43.76411587492896,0.36959913571644626
2641,FTO,NEK2,43.76560614529823,0.7391982714328925
1638,CLPX,XPO6,43.7690276229369,0.7391982714328925
2977,HMGCR,HMGCS1,43.769157540944335,0.36959913571644626
702,BCAT1,TM9SF3,43.777461180760405,0.36959913571644626
4240,PHF20,TAF7,43.78865491887951,0.36959913571644626
3846,MSMO1,RNF168,43.79330416536108,5.91358617146314
1952,DDX3Y,SYT1,43.795183004235916,5.543987035746694
2066,DLGAP5,TOP2A,43.79549527859068,0.36959913571644626
1156,CBS,PTPRS,43.79879829766918,0.36959913571644626
478,ASS1,SCD,43.80333046922543,5.543987035746694
3667,MBTD1,RCN2,43.81090367573577,5.543987035746694
1463,CENPE,TLK1,43.811432705091214,0.36959913571644626
363,ARHGAP11A,CDCA2,43.811815443470756,5.543987035746694
3628,MAPK1IP1L,RRP15,43.818765524490125,0.36959913571644626
1733,COX6C,GTF2A2,43.819761059465826,0.36959913571644626
2691,G2E3,TPX2,43.82445458103113,5.91358617146314
3935,MYO6,TCF12,43.824672665968514,5.543987035746694
4771,SGPL1,TRA2B,43.82540664535392,0.36959913571644626
2328,EIF4E,SKIL,43.82596491847989,0.36959913571644626
322,APLP2,CANX,43.82701039173878,0.36959913571644626
105,ADM,CTGF,43.82962382909802,5.543987035746694
3244,IQCB1,PWP2,43.83026155008116,1.1087974071493387
151,AKAP12,ANP32E,43.830485408227375,5.91358617146314
4653,RPS23,SLC38A2,43.834192849846715,0.36959913571644626
178,ALG9,ZKSCAN1,43.83875173144093,5.543987035746694
2823,GPI,RPN1,43.84067228261174,0.36959913571644626
1867,CXADR,TMEM33,43.84127930082944,0.36959913571644626
4202,PEAK1,TXLNG,43.84495871226694,0.7391982714328925
2450,ERGIC2,FNDC3A,43.848996938180775,5.543987035746694
450,ASNS,MTHFD2,43.853610419537375,0.36959913571644626
1843,CUL5,PDIA4,43.864391050655314,5.91358617146314
2948,HIPK1,ZNF146,43.865832047786405,5.543987035746694
2583,FKBP2,LARP7,43.86667514439708,0.36959913571644626
2120,DPYSL2,MATR3,43.86810794095737,0.36959913571644626
1533,CFLAR,GAPDH,43.86936328714861,2.587193950015124
2383,ENAH,TMEM33,43.8726268868832,0.36959913571644626
4168,PCNP,PTMA,43.87468537901211,0.36959913571644626
1601,CKAP2,NUSAP1,43.87945225892079,5.91358617146314
1189,CCDC82,CUL5,43.87946944371062,0.7391982714328925
4723,SEL1L3,SGPL1,43.88441827089602,1.1087974071493387
2602,FMR1,TMED5,43.88843929996694,5.543987035746694
2261,EIF2AK4,USP1,43.89943916370914,0.36959913571644626
3649,MARCKS,STMN1,43.90447446509931,0.36959913571644626
781,BRD8,PAPD4,43.906577919589,5.543987035746694
3587,LUC7L,WDR43,43.909228623641084,0.36959913571644626
2530,FANCL,NGLY1,43.91229917033697,5.543987035746694
2803,GNL3,RPL23A,43.91441720049223,0.36959913571644626
1778,CSDE1,DPYSL2,43.915282689272296,0.36959913571644626
1774,CRISPLD1,STX7,43.916658119427765,5.543987035746694
1329,CDC14B,NOTCH2,43.9178646277044,0.7391982714328925
444,ASMTL,PAPOLA,43.92601462002563,5.543987035746694
2834,GPRC5B,RFFL,43.927597511976465,0.7391982714328925
2250,EIF1AX,RAB21,43.92843225225085,5.91358617146314
3523,LIN28B,UBC,43.934965277483485,0.36959913571644626
1844,CUZD1,KLKB1,43.95052964448699,5.543987035746694
3507,LDB2,PMAIP1,43.95318056812298,5.543987035746694
1430,CDK13,ITGB5,43.95340311329528,5.543987035746694
343,ARF6,MAPK1IP1L,43.95748992736073,0.36959913571644626
645,B4GALT3,SEL1L,43.95802741663896,5.543987035746694
897,BZW1,MCM7,43.95819522845914,5.91358617146314
3512,LDHA,STMN1,43.96075337878285,0.36959913571644626
4317,POLR1B,UBA6,43.96180056020688,0.36959913571644626
5048,WAC,YIPF6,43.964491898924415,0.36959913571644626
176,ALG6,COPS2,43.96544995979939,5.91358617146314
3341,KIF18A,NDC80,43.96585107546065,5.543987035746694
2552,FDFT1,HSP90AB1,43.96941021023541,0.36959913571644626
2044,DLG1,TCF7L1,43.97290776089355,0.36959913571644626
3781,MKI67IP,SETD5,43.97719640037799,5.91358617146314
4329,PPP1CB,RAB21,43.97938808152856,0.36959913571644626
2517,FAM83D,KPNA2,43.98055035784793,0.7391982714328925
2846,GSTA4,SLC35A4,43.98139660223061,5.543987035746694
2819,GOT1,TAF7,43.983250685283195,0.36959913571644626
222,ANKZF1,KIAA1429,43.99181400111619,5.543987035746694
4959,TCF7L2,TLK1,43.99294382183735,0.36959913571644626
3091,HNRNPH1,SOX4,43.9937650870315,5.91358617146314
1263,CCND2,TLK1,43.99595540517425,5.91358617146314
4409,PSMB2,SNX5,43.999320296362896,0.36959913571644626
838,BUB1,PLS1,43.99970014032173,0.7391982714328925
4872,SOX11,TRIM59,44.00426144128581,0.36959913571644626
4836,SLC39A11,WAC,44.00856345307091,0.36959913571644626
3346,KIF18A,ZNF7,44.01001291830612,5.543987035746694
798,BTBD3,DMTF1,44.011288208380854,5.543987035746694
2268,EIF2D,USP1,44.011666097596155,5.543987035746694
1994,DERA,FAM35A,44.01235683945113,0.7391982714328925
4867,SOX11,SOX4,44.014114998540265,0.36959913571644626
933,C14orf109,NARG2,44.01476358414623,5.543987035746694
745,BOD1L,CTSC,44.02398614162146,0.36959913571644626
2351,EIF5A2,PAPOLA,44.02943339633714,5.543987035746694
4401,PSIP1,SMC2,44.035854419596696,0.36959913571644626
2680,G2E3,KIAA1524,44.03724383023181,5.543987035746694
2168,E2F4,TXLNG,44.03731369987758,5.543987035746694
2208,EEF1A1,PSAT1,44.04018288476939,0.36959913571644626
71,ACSL3,MTRNR2L6,44.043629645609855,0.36959913571644626
4732,SEP15,TMTC3,44.05398958151499,0.36959913571644626
2397,ENO1,PHGDH,44.054341837359196,0.36959913571644626
2379,ENAH,SRP9,44.05705964437749,0.36959913571644626
2994,HMGCS1,MAP1B,44.06361327038362,5.91358617146314
3236,INTS7,TTF1,44.06633070403564,0.7391982714328925
1367,CDCA2,TTK,44.06729627055508,5.543987035746694
1819,CTSL2,PIGK,44.068032396153534,5.543987035746694
4772,SH2B3,TRIM33,44.07325241780059,5.543987035746694
4291,PMAIP1,RMI1,44.078717497011944,0.7391982714328925
4451,PTMA,VSNL1,44.0829511326455,0.36959913571644626
1791,CSNK1G3,RAPGEF2,44.08579806655354,5.543987035746694
1229,CCNB1,NCAPD2,44.08673751582541,5.543987035746694
1060,CALM2,TRIM59,44.08784526560928,0.36959913571644626
1268,CCNG1,FUBP1,44.094730236215796,0.36959913571644626
1424,CDK1,TLK1,44.101503710262605,0.36959913571644626
4953,TBL1XR1,UBE2V2,44.10660418436987,0.36959913571644626
2103,DPAGT1,SYS1,44.11051285116183,5.543987035746694
1932,DCUN1D4,TRIM59,44.113004953841696,0.36959913571644626
1231,CCNB1,NUSAP1,44.11325599531771,0.36959913571644626
1441,CEBPZ,MKI67IP,44.119633535625745,0.36959913571644626
1807,CTSC,ERGIC2,44.11974018355064,5.91358617146314
4821,SLC37A3,STX7,44.12098819805562,5.543987035746694
2728,GAPDH,SET,44.124272719490506,5.91358617146314
445,ASMTL,SLC35A5,44.1292478116471,5.543987035746694
4417,PSMD11,TUBB,44.13008067173801,0.36959913571644626
2419,EPCAM,TMEM209,44.13333745584505,5.91358617146314
4472,PVRL3,TM9SF3,44.13348336343276,5.543987035746694
4766,SGPL1,SIKE1,44.13481987847017,5.91358617146314
521,ATIC,PSMD11,44.14066400000259,0.36959913571644626
1013,CA14,MGST3,44.141118791043695,5.91358617146314
3931,MYCBP,RAB3D,44.14441534740271,0.7391982714328925
1126,CARS,STX17,44.14715904444541,5.543987035746694
1912,DCUN1D4,EIF4E,44.160224365925515,0.36959913571644626
3885,MTMR2,SMAD5,44.161916395149916,5.543987035746694
1753,COX6C,SLTM,44.168034043597096,0.36959913571644626
1240,CCNB1,TOP2A,44.173297870409215,0.36959913571644626
3979,NDUFA13,RPL7,44.176582807101504,0.36959913571644626
1072,CAMKV,EIF2D,44.18152195536102,5.543987035746694
1621,CKAP5,UBE2C,44.18230094408289,5.91358617146314
2210,EEF1A1,PTMA,44.18444340491375,0.36959913571644626
1364,CDCA2,DEPDC1,44.18482476835269,5.543987035746694
1319,CD24,LARP7,44.188951946362096,0.36959913571644626
2945,HIGD2A,ZRANB2,44.193287072400565,5.91358617146314
2659,FXR1,PLEKHA5,44.194560144734965,5.91358617146314
4881,SPAG9,STAU2,44.19492334310494,1.1087974071493387
3942,NAA15,SRSF6,44.19853302689173,0.36959913571644626
2795,GNL3,HDGFRP3,44.19971435132796,5.91358617146314
2674,FXYD5,SEMA4D,44.20634342740152,5.91358617146314
3409,KRI1,ODF2L,44.207457804703026,5.543987035746694
3046,HNRNPA2B1,RNF168,44.21196034718497,0.36959913571644626
930,C12orf45,RPAIN,44.21354162613524,0.36959913571644626
3029,HNRNPA0,SKA2,44.22118912807684,5.91358617146314
2124,DPYSL2,RPA2,44.22915748807609,5.91358617146314
4477,QARS,SHMT2,44.241060232141294,0.36959913571644626
1242,CCNB1,TRIM59,44.24240983668357,0.36959913571644626
4992,TMEM209,TRIM59,44.24448332631107,0.36959913571644626
4508,RAD52,SLC29A1,44.24460133383975,0.36959913571644626
4604,RPL23A,SLTM,44.24648862806671,5.91358617146314
2442,ERBB2,PPP2R1B,44.247932298852405,5.543987035746694
1340,CDC20,TRIM59,44.24947630327726,5.91358617146314
2524,FAM98A,PMEL,44.250405324534405,5.543987035746694
4910,SS18,ZNF7,44.25127553926292,5.543987035746694
54,ACAT1,TRIP12,44.25159993086567,5.543987035746694
4418,PSMD11,YWHAH,44.26109185834963,0.36959913571644626
109,ADNP,ZNF783,44.26491252704219,1.1087974071493387
4518,RAP2C,TLK1,44.269601568961804,5.91358617146314
351,ARF6,SOX11,44.278162503562804,0.36959913571644626
4386,PRMT3,USP15,44.280119768736164,0.7391982714328925
4157,PAXIP1,PSEN1,44.283833366778865,5.543987035746694
4763,SGOL2,TOP2A,44.28903272779385,5.543987035746694
886,BZW1,CCNG1,44.295413292222264,0.36959913571644626
3874,MTHFD2,RPL23A,44.29632059720437,0.36959913571644626
2055,DLGAP5,LITAF,44.303316775718486,5.91358617146314
377,ARHGAP12,RAB2A,44.3043543233022,5.543987035746694
3632,MARCH7,UBE2V2,44.30623780832181,0.36959913571644626
851,BUB3,CALM2,44.30798822113792,0.36959913571644626
1595,CKAP2,DLGAP5,44.30814995551444,0.36959913571644626
586,AURKA,DLGAP5,44.30875981189661,5.543987035746694
2167,DZIP3,ZNF830,44.30921799510519,5.543987035746694
2614,FTH1,GARS,44.31044471998,0.7391982714328925
15,ABCB7,FAM172A,44.312600226336976,5.543987035746694
4587,ROCK1,SCD,44.32091328606167,0.36959913571644626
1299,CCNL1,SH3GLB1,44.32192770918732,5.543987035746694
3863,MTERF,SIN3A,44.325387397465676,5.543987035746694
652,B4GALT6,SYNC,44.32878799426614,5.543987035746694
3300,KDM5A,MKI67IP,44.329199823452385,0.36959913571644626
1943,DDX23,USP1,44.334885462842294,0.7391982714328925
3303,KIAA0090,MCPH1,44.335839043139025,5.543987035746694
907,BZW1,TRA2B,44.33916782610382,5.91358617146314
113,AEBP2,EIF4B,44.34202185457087,0.36959913571644626
2554,FDFT1,IDI1,44.35294283386229,0.36959913571644626
527,ATP11C,SLC16A1,44.363453217582254,0.36959913571644626
32,ABI2,HIGD2A,44.36433916140103,0.36959913571644626
1829,CTTN,MTPAP,44.372186763597384,5.91358617146314
783,BRD8,QARS,44.380616923326215,0.36959913571644626
4878,SOX4,TRIM59,44.388187644077156,0.36959913571644626
1008,C9orf72,CADM1,44.38950057528326,5.543987035746694
371,ARHGAP11A,PRC1,44.38977042276501,5.543987035746694
833,BUB1,NCBP2,44.39262657249313,0.36959913571644626
4705,SCD,SLC7A8,44.39957630465629,0.36959913571644626
4652,RPS23,SKP1,44.40246184308898,5.91358617146314
2564,FEN1,MCM7,44.4062155851217,5.91358617146314
1944,DDX24,ELMO2,44.40718481891241,5.174387900030248
200,ANK3,PLOD1,44.40883162998479,5.543987035746694
4560,RG9MTD1,SRSF3,44.41158254704471,0.36959913571644626
1277,CCNG1,SLC38A2,44.414506580618685,0.36959913571644626
1324,CD24,SFRP1,44.41610333970629,0.36959913571644626
653,B4GALT6,TRIM33,44.41643772586627,5.543987035746694
2568,FGF12,OBFC2A,44.420186670840685,1.1087974071493387
4541,RCN2,SREK1IP1,44.42224568385561,0.36959913571644626
2848,GTF2A2,HSPH1,44.42488068252708,0.36959913571644626
2845,GSTA4,KIAA1804,44.42556609048386,0.7391982714328925
3866,MTF2,SPIN1,44.42873265174821,5.543987035746694
3337,KIF15,LUC7L,44.43005570649834,5.543987035746694
2937,HIBCH,LARS,44.43062604317966,5.91358617146314
2025,DHX33,PSMD1,44.437418144616174,0.36959913571644626
3801,MORC3,RCHY1,44.44013116952843,0.7391982714328925
338,ARF6,CXADR,44.44251947567015,0.36959913571644626
1740,COX6C,MTHFD2,44.44475714385549,0.36959913571644626
2346,EIF5,SOX11,44.44478118242961,0.36959913571644626
4905,SRP9,TRA2B,44.44569496569971,0.36959913571644626
659,BAZ1A,SACM1L,44.45385636888647,5.543987035746694
1372,CDCA3,TOP2A,44.45538059008841,0.7391982714328925
4140,PAPOLA,PELI2,44.45676529766949,5.543987035746694
1534,CFLAR,MACF1,44.45714389465646,0.36959913571644626
2645,FUBP1,HMGCS1,44.45721920587308,0.36959913571644626
4928,STT3A,TMEM209,44.461557719288564,5.91358617146314
2480,EZR,PSMD2,44.46158970409873,0.36959913571644626
4994,TMEM212,ZMYM6NB,44.46428174283741,0.36959913571644626
2862,GTF2I,RABGAP1L,44.46514394089188,0.36959913571644626
318,API5,GNL3,44.469553070820076,0.36959913571644626
3490,LARS,SLC38A1,44.47828036930091,0.36959913571644626
3873,MTHFD2,RDX,44.47833087974584,0.36959913571644626
3890,MTPAP,NAA15,44.48041687499952,0.36959913571644626
4298,PNN,SEC63,44.481125783614516,5.91358617146314
1281,CCNG1,UGP2,44.48157455838447,0.36959913571644626
762,BPTF,ITGA6,44.48694186625428,5.91358617146314
2746,GATAD1,MBTD1,44.49215728125688,0.7391982714328925
2249,EIF1AX,PTBP3,44.49312909378776,0.36959913571644626
2404,ENO1,UBC,44.49445519237484,0.36959913571644626
2049,DLGAP5,ELP4,44.4989448518598,5.543987035746694
4506,RAD51AP1,TMEM209,44.50321393842757,0.36959913571644626
1437,CDK5RAP3,MFN2,44.5149344469283,5.543987035746694
360,ARG2,ZFR,44.51703958522833,5.91358617146314
1096,CAP2,SLC35A4,44.527186698050784,5.543987035746694
3424,L1TD1,MSMO1,44.53420225814867,0.36959913571644626
2782,GLMN,SLC30A9,44.53543555753632,5.91358617146314
734,BNC2,PPP1CB,44.5392536100046,0.7391982714328925
1664,CMTM6,ZFR,44.540038295193455,0.36959913571644626
2677,FZD7,PHACTR2,44.541141361574425,5.91358617146314
2735,GAPDH,UBC,44.54268075310197,0.36959913571644626
2855,GTF2A2,SRSF3,44.550844067226805,0.36959913571644626
2076,DNAJC10,KIF14,44.5524197186727,5.543987035746694
597,AURKA,NUSAP1,44.55242732338026,5.543987035746694
4805,SKP1,SRSF3,44.554013030086146,5.91358617146314
1059,CALM2,TOP2A,44.555559906861966,0.36959913571644626
1111,CAPZA1,SKIL,44.55568535015757,0.36959913571644626
4288,PMAIP1,PRICKLE1,44.56151176829345,5.543987035746694
4960,TCTN3,TMEM39A,44.56837921026272,5.543987035746694
4895,SPTLC1,TNRC6B,44.57340497087238,5.91358617146314
925,C12orf45,CARS,44.573497837506416,0.36959913571644626
1619,CKAP5,PAPOLG,44.5737069090182,0.7391982714328925
1845,CUZD1,RABGAP1L,44.576192102842384,1.1087974071493387
1946,DDX24,RPA1,44.589089094437256,0.36959913571644626
1568,CHD7,MARCKS,44.59800328453452,5.91358617146314
1556,CHCHD1,H3F3A,44.60429188936543,0.36959913571644626
2766,GJA1,MARCKS,44.605955676479184,0.36959913571644626
2483,EZR,SET,44.60785919459496,0.36959913571644626
3545,LRAT,MARCKS,44.611249974273115,0.36959913571644626
1125,CARS,PHC1,44.61487049865127,0.36959913571644626
3735,MFAP2,PTMA,44.63084405713613,0.36959913571644626
2458,ETNK1,MARCKS,44.63140981046405,0.36959913571644626
1580,CHML,CLSPN,44.6530963672807,0.36959913571644626
4126,PA2G4,SPCS1,44.65477097671208,0.36959913571644626
1148,CBR1,EIF2AK4,44.656879993337085,5.543987035746694
780,BRD8,ORC1,44.66275020590861,0.7391982714328925
1164,CBX5,FDFT1,44.66348445972899,5.91358617146314
1711,COX10,CWC22,44.66889844875308,5.543987035746694
2642,FTO,RLF,44.67172034063506,5.543987035746694
1602,CKAP2,PIF1,44.67625758871624,5.543987035746694
4642,RPN1,TECR,44.688234195565094,0.36959913571644626
4576,RNF168,TLK1,44.6896680506278,0.36959913571644626
289,AP3B1,C5orf22,44.696528008699936,5.543987035746694
3561,LRRN1,POLA1,44.69864356770978,5.543987035746694
1300,CCNL1,ZNF830,44.69945604817498,5.543987035746694
2492,FAM124A,NDUFS1,44.703409118696044,0.7391982714328925
3294,KDM1A,MTRF1L,44.70675731013874,0.7391982714328925
3884,MTIF2,TDRKH,44.713431839729395,5.543987035746694
1634,CLIC4,SRP9,44.71958622788038,0.36959913571644626
1981,DEPDC1,MKI67,44.72831347486527,5.543987035746694
216,ANKRD46,MARCKS,44.72842607710138,5.174387900030248
2681,G2E3,KPNA2,44.731921996424816,5.91358617146314
2822,GPI,HNRNPH1,44.73546209433415,0.36959913571644626
2140,DSP,IFT46,44.74160514526702,5.543987035746694
4578,RNF219,SETD2,44.7449412427423,5.543987035746694
4087,ORC1,PITPNB,44.74706288116552,5.91358617146314
1846,CUZD1,SEC31A,44.747996664568305,5.174387900030248
1781,CSDE1,HSP90AB1,44.75739931709918,0.36959913571644626
4369,PRDX6,RPL23A,44.76116465096367,0.36959913571644626
296,AP3M2,RMND5A,44.77273504095365,0.7391982714328925
3819,MRPS10,MRPS7,44.774911210888085,0.36959913571644626
4351,PPP1R3B,USP11,44.77925959321922,1.1087974071493387
773,BPTF,SPTLC1,44.78327123300047,5.91358617146314
4667,RPS25,UBE2V2,44.790260019775694,0.36959913571644626
1806,CTSC,DYNC1H1,44.79088271933204,0.36959913571644626
3984,NDUFA13,STRA13,44.79248580507917,0.36959913571644626
2545,FBXO28,UCP2,44.79450930586256,0.7391982714328925
799,BTBD3,ERCC6L,44.79548224253871,5.543987035746694
2753,GFM2,KPNA1,44.797204946574425,5.543987035746694
4044,NUDT21,ST13,44.80422550862587,5.91358617146314
1196,CCDC88A,SLC30A7,44.8092183394983,0.36959913571644626
3893,MTPAP,SOX11,44.810196473617026,0.36959913571644626
1766,CPNE3,LRRC40,44.811913900745395,5.91358617146314
4603,RPL23A,SLC38A2,44.826527651131705,0.36959913571644626
153,AKAP12,PTMA,44.83103587112,0.36959913571644626
3492,LARS,SPIN1,44.83150997915285,0.36959913571644626
2406,ENO2,TBL1X,44.83735965627734,5.543987035746694
562,ATRX,TAF15,44.84653153265204,5.543987035746694
243,ANP32E,HNRNPA0,44.86057547003862,5.91358617146314
2804,GNL3,SETD5,44.86479994907832,0.36959913571644626
623,AZIN1,TCF12,44.86786136694035,0.36959913571644626
4568,RLIM,TTC17,44.87167361084531,5.543987035746694
489,ASTN2,MACF1,44.874659548049266,0.36959913571644626
2010,DHFR,RAI14,44.875736460826424,5.91358617146314
4689,SALL2,ZNF146,44.880116825517604,5.91358617146314
319,API5,HNRNPA2B1,44.885009518520796,0.36959913571644626
2775,GLG1,HNRNPH1,44.89024173295338,0.36959913571644626
3538,LPIN2,TMEM47,44.892975985518845,0.7391982714328925
718,BCLAF1,PSIP1,44.89819656201172,0.36959913571644626
3491,LARS,SLC38A2,44.911427525460596,0.36959913571644626
1127,CARS,TYRO3,44.91609299578787,0.7391982714328925
1154,CBR1,ZNF239,44.92110653333408,5.174387900030248
2768,GJA1,RBM25,44.92111279770497,0.36959913571644626
3762,MIA3,MIB1,44.92411531535254,5.543987035746694
1891,DCLK1,TRAPPC8,44.92616912657562,5.543987035746694
928,C12orf45,MRPS7,44.929143451189155,0.36959913571644626
2887,H3F3A,PCNA,44.9356869449215,0.36959913571644626
1780,CSDE1,HNRPDL,44.93647763530115,0.36959913571644626
664,BCAT1,C18orf54,44.94149064392038,5.91358617146314
4785,SIKE1,YPEL5,44.941753200871105,0.36959913571644626
3625,MAPK1IP1L,PAN3,44.95496415692678,0.36959913571644626
3563,LRRN1,PTPN14,44.95863116441626,0.36959913571644626
4917,STARD7,ZIC2,44.95909036067665,0.36959913571644626
2083,DNM1L,WDR48,44.962220075790036,5.543987035746694
3697,MED14,OSTC,44.96787875412998,5.174387900030248
1668,CNOT8,PIGW,44.96938316840587,0.7391982714328925
683,BCAT1,PDCD11,44.97092367975421,0.36959913571644626
4547,RDX,ZBTB44,44.976808103604576,0.36959913571644626
1877,DAP3,HIGD2A,44.97950310529343,0.36959913571644626
3767,MIS12,PMAIP1,44.98240939848764,5.543987035746694
425,ARMC1,CRNKL1,44.98671213321133,5.543987035746694
2984,HMGCR,SCD,44.994407719814326,5.91358617146314
1708,CORO1C,RIC8B,44.99761713419696,5.543987035746694
3911,MTRNR2L6,SEMA6A,44.99893550935123,0.36959913571644626
329,APLP2,PNN,45.00123405557113,5.91358617146314
828,BUB1,ID2,45.01194625996601,5.543987035746694
1232,CCNB1,PHC1,45.01543827924877,0.36959913571644626
4306,PNRC2,TLK1,45.01664037897541,0.36959913571644626
281,ANXA7,FRAS1,45.017479769379754,0.36959913571644626
4769,SGPL1,STT3A,45.0249378984879,0.36959913571644626
3079,HNRNPH1,PTMA,45.029309367268986,0.36959913571644626
347,ARF6,PPP3CA,45.037132379679846,0.36959913571644626
